subject,category,question,options,correct,difficulty,source,id
General Knowledge,Currencies,What is currency of United Kingdom?,"['Euro', 'Pound Sterling', 'Dollar', 'Franc']",1,Easy,General Knowledge Collection,Q_0750
General Knowledge,Currencies,What is currency of European Union?,"['Euro', 'Franc', 'Mark', 'Pound']",0,Easy,General Knowledge Collection,Q_0751
General Knowledge,Food,Which vitamin is produced by skin when exposed to sunlight?,"['Vitamin A', 'Vitamin C', 'Vitamin D', 'Vitamin E']",2,Medium,General Knowledge Collection,Q_0752
General Knowledge,Food,Which food item is sushi traditionally wrapped in?,"['Lettuce', 'Seaweed', 'Rice paper', 'Banana leaf']",1,Easy,General Knowledge Collection,Q_0753
General Knowledge,Food,What is main ingredient in guacamole?,"['Tomato', 'Avocado', 'Pepper', 'Onion']",1,Easy,General Knowledge Collection,Q_0754
General Knowledge,Drinks,Which country is famous for champagne?,"['Italy', 'Spain', 'France', 'Germany']",2,Easy,General Knowledge Collection,Q_0755
General Knowledge,Festivals,Diwali is festival of which religion?,"['Islam', 'Hinduism', 'Buddhism', 'Christianity']",1,Easy,General Knowledge Collection,Q_0756
General Knowledge,Festivals,Christmas celebrates birth of whom?,"['Prophet Muhammad', 'Jesus Christ', 'Buddha', 'Guru Nanak']",1,Easy,General Knowledge Collection,Q_0757
General Knowledge,Olympics,How often are Summer Olympics held?,"['Every 2 years', 'Every 4 years', 'Every 5 years', 'Every 6 years']",1,Easy,General Knowledge Collection,Q_0758
General Knowledge,Olympics,Which city hosted 2020 Summer Olympics?,"['Beijing', 'Tokyo', 'Paris', 'Los Angeles']",1,Easy,General Knowledge Collection,Q_0759
General Knowledge,FIFA World Cup,How often is FIFA World Cup held?,"['Every 2 years', 'Every 4 years', 'Every 3 years', 'Every 5 years']",1,Easy,General Knowledge Collection,Q_0760
General Knowledge,FIFA World Cup,Which country has won most FIFA World Cups?,"['Germany', 'Argentina', 'Brazil', 'France']",2,Medium,General Knowledge Collection,Q_0761
General Knowledge,Cricket,Which country invented cricket?,"['Australia', 'England', 'India', 'South Africa']",1,Easy,General Knowledge Collection,Q_0762
General Knowledge,Movies,Which movie won first Academy Award for Best Picture?,"['Wings', 'Sunrise', 'The Jazz Singer', 'Seventh Heaven']",0,Hard,General Knowledge Collection,Q_0763
General Knowledge,Movies,Who directed movie Titanic?,"['Steven Spielberg', 'James Cameron', 'Christopher Nolan', 'Martin Scorsese']",1,Medium,General Knowledge Collection,Q_0764
General Knowledge,Animated Movies,Which was first full-length animated Disney movie?,"['Pinocchio', 'Snow White and Seven Dwarfs', 'Bambi', 'Cinderella']",1,Medium,General Knowledge Collection,Q_0765
General Knowledge,TV Shows,Which TV series is set in fictional town of Springfield?,"['Family Guy', 'The Simpsons', 'South Park', 'American Dad']",1,Easy,General Knowledge Collection,Q_0766
General Knowledge,Mathematics,What is value of pi to two decimal places?,"['3.14', '3.15', '3.16', '3.17']",0,Easy,General Knowledge Collection,Q_0767
General Knowledge,Mathematics,What is square root of 144?,"['11', '12', '13', '14']",1,Easy,General Knowledge Collection,Q_0768
General Knowledge,Mathematics,What is sum of angles in triangle?,"['90 degrees', '180 degrees', '270 degrees', '360 degrees']",1,Easy,General Knowledge Collection,Q_0769
General Knowledge,Mathematics,What is sum of angles in quadrilateral?,"['180 degrees', '270 degrees', '360 degrees', '450 degrees']",2,Medium,General Knowledge Collection,Q_0770
General Knowledge,Animals,Which is fastest land animal?,"['Lion', 'Cheetah', 'Leopard', 'Tiger']",1,Easy,General Knowledge Collection,Q_0771
General Knowledge,Animals,Which is largest mammal?,"['Elephant', 'Blue Whale', 'Giraffe', 'Hippopotamus']",1,Easy,General Knowledge Collection,Q_0772
General Knowledge,Animals,Which animal is known as King of Jungle?,"['Tiger', 'Lion', 'Leopard', 'Elephant']",1,Easy,General Knowledge Collection,Q_0773
General Knowledge,Birds,Which is largest bird?,"['Eagle', 'Ostrich', 'Emu', 'Condor']",1,Easy,General Knowledge Collection,Q_0774
General Knowledge,Marine Life,Which is largest fish?,"['Great White Shark', 'Whale Shark', 'Blue Whale', 'Tuna']",1,Medium,General Knowledge Collection,Q_0775
General Knowledge,World Records,What is deepest point on Earth?,"['Dead Sea', 'Mariana Trench', 'Grand Canyon', 'Challenger Deep']",1,Hard,General Knowledge Collection,Q_0776
General Knowledge,Weather,What is hottest recorded temperature on Earth?,"['54°C', '56.7°C', '59°C', '62°C']",1,Hard,General Knowledge Collection,Q_0777
General Knowledge,Weather,What is coldest recorded temperature on Earth?,"['-89.2°C', '-85°C', '-92°C', '-95°C']",0,Hard,General Knowledge Collection,Q_0778
General Knowledge,Time Zones,How many time zones are there in world?,"['22', '24', '26', '28']",1,Medium,General Knowledge Collection,Q_0779
General Knowledge,Calendar,How many days are in leap year?,"['365', '366', '367', '364']",1,Easy,General Knowledge Collection,Q_0780
General Knowledge,Alphabet,How many letters are in English alphabet?,"['24', '25', '26', '27']",2,Easy,General Knowledge Collection,Q_0781
General Knowledge,Numbers,What is smallest prime number?,"['1', '2', '3', '5']",1,Medium,General Knowledge Collection,Q_0782
General Knowledge,Indian Geography,Which is longest river in India?,"['Yamuna', 'Ganga', 'Godavari', 'Narmada']",1,Easy,General Knowledge Collection,Q_0783
General Knowledge,Indian Geography,Which is highest mountain peak in India?,"['K2', 'Kanchenjunga', 'Nanda Devi', 'Kamet']",1,Medium,General Knowledge Collection,Q_0784
General Knowledge,Indian States,How many states are there in India?,"['28', '29', '30', '31']",0,Easy,General Knowledge Collection,Q_0785
General Knowledge,Indian Culture,What is national animal of India?,"['Lion', 'Tiger', 'Elephant', 'Peacock']",1,Easy,General Knowledge Collection,Q_0786
General Knowledge,Indian Culture,What is national bird of India?,"['Eagle', 'Peacock', 'Parrot', 'Swan']",1,Easy,General Knowledge Collection,Q_0787
General Knowledge,Indian Freedom Struggle,Who is known as Father of Nation in India?,"['Jawaharlal Nehru', 'Mahatma Gandhi', 'Sardar Patel', 'Subhas Chandra Bose']",1,Easy,General Knowledge Collection,Q_0788
General Knowledge,Indian Literature,Who wrote national anthem of India?,"['Rabindranath Tagore', 'Bankim Chandra Chatterjee', 'Sarojini Naidu', 'Kavi Pradeep']",0,Easy,General Knowledge Collection,Q_0789
General Knowledge,Programming,Which programming language is known as 'Language of Web'?,"['Python', 'Java', 'JavaScript', 'C++']",2,Medium,General Knowledge Collection,Q_0790
General Knowledge,AI,What does AI stand for?,"['Automated Intelligence', 'Artificial Intelligence', 'Advanced Intelligence', 'Augmented Intelligence']",1,Easy,General Knowledge Collection,Q_0791
General Knowledge,Internet,What was first search engine?,"['Google', 'Yahoo', 'Archie', 'AltaVista']",2,Hard,General Knowledge Collection,Q_0792
General Knowledge,Social Media,Which social media platform uses hashtags?,"['Facebook', 'Twitter', 'Instagram', 'All of above']",3,Easy,General Knowledge Collection,Q_0793
General Knowledge,Brands,Which company's slogan is 'Just Do It'?,"['Adidas', 'Nike', 'Puma', 'Reebok']",1,Easy,General Knowledge Collection,Q_0794
General Knowledge,Brands,Which company makes iPhone?,"['Samsung', 'Apple', 'Google', 'Microsoft']",1,Easy,General Knowledge Collection,Q_0795
General Knowledge,Automobiles,Which company makes luxury car brand Lexus?,"['Honda', 'Toyota', 'Nissan', 'Mazda']",1,Medium,General Knowledge Collection,Q_0796
General Knowledge,Fashion,Which city is known as fashion capital of world?,"['London', 'Paris', 'New York', 'Milan']",1,Medium,General Knowledge Collection,Q_0797
General Knowledge,Business,What does GDP stand for?,"['Gross Domestic Product', 'General Development Program', 'Global Development Plan', 'Great Domestic Program']",0,Easy,General Knowledge Collection,Q_0798
General Knowledge,Economics,What is inflation?,"['Rise in unemployment', 'Rise in general price levels', 'Fall in production', 'Rise in interest rates']",1,Medium,General Knowledge Collection,Q_0799
General Knowledge,Stock Market,What does IPO stand for?,"['Initial Public Offering', 'International Private Organization', 'Internal Public Office', 'Independent Public Operation']",0,Medium,General Knowledge Collection,Q_0800
General Knowledge,Banking,What does ATM stand for?,"['Automatic Teller Machine', 'Advanced Transaction Machine', 'Automated Transfer Machine', 'Auto Transaction Method']",0,Easy,General Knowledge Collection,Q_0801
General Knowledge,Finance,What is compound interest?,"['Simple interest', 'Interest on principal only', 'Interest on principal plus accumulated interest', 'Fixed interest rate']",2,Medium,General Knowledge Collection,Q_0802
General Knowledge,Health,What is normal human body temperature?,"['96.8°F', '98.6°F', '100.4°F', '102°F']",1,Easy,General Knowledge Collection,Q_0803
General Knowledge,Medicine,What does DNA stand for?,"['Deoxyribonucleic Acid', 'Dynamic Nuclear Acid', 'Double Nucleic Acid', 'Direct Nuclear Analysis']",0,Medium,General Knowledge Collection,Q_0804
General Knowledge,Anatomy,Which organ produces insulin?,"['Liver', 'Kidney', 'Pancreas', 'Heart']",2,Medium,General Knowledge Collection,Q_0805
General Knowledge,Health,What is hypertension?,"['Low blood pressure', 'High blood pressure', 'High blood sugar', 'Low blood sugar']",1,Medium,General Knowledge Collection,Q_0806
General Knowledge,Vitamins,Deficiency of which vitamin causes scurvy?,"['Vitamin A', 'Vitamin B', 'Vitamin C', 'Vitamin D']",2,Medium,General Knowledge Collection,Q_0807
General Knowledge,Medicine,Who discovered penicillin?,"['Louis Pasteur', 'Alexander Fleming', 'Joseph Lister', 'Robert Koch']",1,Medium,General Knowledge Collection,Q_0808
General Knowledge,Anatomy,How many chambers does human heart have?,"['2', '3', '4', '5']",2,Easy,General Knowledge Collection,Q_0809
General Knowledge,Nutrition,Which nutrient is main source of energy?,"['Proteins', 'Carbohydrates', 'Fats', 'Vitamins']",1,Easy,General Knowledge Collection,Q_0810
General Knowledge,Environment,What is greenhouse effect?,"['Cooling of Earth', 'Warming of Earth due to trapped gases', 'Depletion of ozone', 'Acid rain formation']",1,Medium,General Knowledge Collection,Q_0811
General Knowledge,Environment,Which gas is most responsible for global warming?,"['Oxygen', 'Carbon dioxide', 'Nitrogen', 'Hydrogen']",1,Easy,General Knowledge Collection,Q_0812
General Knowledge,Ecology,What is photosynthesis?,"['Breaking down of food', 'Making food using sunlight', 'Cellular respiration', 'Protein synthesis']",1,Easy,General Knowledge Collection,Q_0813
General Knowledge,Environment,Which layer of atmosphere contains ozone?,"['Troposphere', 'Stratosphere', 'Mesosphere', 'Thermosphere']",1,Hard,General Knowledge Collection,Q_0814
General Knowledge,Conservation,What does WWF stand for?,"['World Wildlife Fund', 'World Water Foundation', 'World Weather Forum', 'World Welfare Fund']",0,Easy,General Knowledge Collection,Q_0815
General Knowledge,Philosophy,Who is known as father of philosophy?,"['Plato', 'Aristotle', 'Socrates', 'Pythagoras']",2,Medium,General Knowledge Collection,Q_0816
General Knowledge,Philosophy,What does 'Cogito ergo sum' mean?,"['To be or not to be', 'I think therefore I am', 'Know thyself', 'Life is suffering']",1,Hard,General Knowledge Collection,Q_0817
General Knowledge,Psychology,Who developed theory of psychoanalysis?,"['Carl Jung', 'Sigmund Freud', 'B.F. Skinner', 'Ivan Pavlov']",1,Medium,General Knowledge Collection,Q_0818
General Knowledge,Law,What is highest court in India?,"['High Court', 'Supreme Court', 'District Court', 'Sessions Court']",1,Easy,General Knowledge Collection,Q_0819
General Knowledge,Government,How many houses does Indian Parliament have?,"['One', 'Two', 'Three', 'Four']",1,Easy,General Knowledge Collection,Q_0820
General Knowledge,Constitution,When was Indian Constitution adopted?,"['15 August 1947', '26 January 1950', '26 November 1949', '2 October 1950']",2,Medium,General Knowledge Collection,Q_0821
General Knowledge,Democracy,What does democracy mean?,"['Rule by few', 'Rule by one', 'Rule by people', 'Rule by military']",2,Easy,General Knowledge Collection,Q_0822
General Knowledge,International,Where is headquarters of UN located?,"['Geneva', 'New York', 'London', 'Paris']",1,Easy,General Knowledge Collection,Q_0823
General Knowledge,International,How many permanent members are in UN Security Council?,"['4', '5', '6', '7']",1,Medium,General Knowledge Collection,Q_0824
General Knowledge,International,What does WHO stand for?,"['World Health Organization', 'World Housing Organization', 'World Help Organization', 'World Hope Organization']",0,Easy,General Knowledge Collection,Q_0825
General Knowledge,International,What does NATO stand for?,"['North American Trade Organization', 'North Atlantic Treaty Organization', 'National Army Training Organization', 'North Atlantic Transport Organization']",1,Medium,General Knowledge Collection,Q_0826
General Knowledge,Hindu Mythology,Who is known as destroyer in Hindu trinity?,"['Brahma', 'Vishnu', 'Shiva', 'Ganesha']",2,Easy,General Knowledge Collection,Q_0827
General Knowledge,Hindu Mythology,What is Ramayana?,"['A poem', 'An epic', 'A song', 'A dance']",1,Easy,General Knowledge Collection,Q_0828
General Knowledge,World Religions,Which religion has most followers worldwide?,"['Islam', 'Christianity', 'Hinduism', 'Buddhism']",1,Medium,General Knowledge Collection,Q_0829
General Knowledge,World Religions,Where was Buddhism founded?,"['China', 'India', 'Tibet', 'Japan']",1,Easy,General Knowledge Collection,Q_0830
General Knowledge,Architecture,Which wonder of world is in India?,"['Colosseum', 'Taj Mahal', 'Machu Picchu', 'Petra']",1,Easy,General Knowledge Collection,Q_0831
General Knowledge,Architecture,Who built Taj Mahal?,"['Akbar', 'Shah Jahan', 'Aurangzeb', 'Humayun']",1,Easy,General Knowledge Collection,Q_0832
General Knowledge,Engineering,Which is longest bridge in world?,"['Golden Gate Bridge', 'London Bridge', 'Danyang-Kunshan Grand Bridge', 'Brooklyn Bridge']",2,Hard,General Knowledge Collection,Q_0833
General Knowledge,Nobel Prize,In which year were Nobel Prizes first awarded?,"['1900', '1901', '1902', '1905']",1,Medium,General Knowledge Collection,Q_0834
General Knowledge,Nobel Prize,Who was first woman to win Nobel Prize?,"['Marie Curie', 'Mother Teresa', 'Dorothy Hodgkin', 'Barbara McClintock']",0,Medium,General Knowledge Collection,Q_0835
General Knowledge,Awards,What is highest civilian award in India?,"['Padma Shri', 'Padma Bhushan', 'Bharat Ratna', 'Padma Vibhushan']",2,Easy,General Knowledge Collection,Q_0836
General Knowledge,Units,How many seconds are in one hour?,"['3600', '3000', '4200', '2400']",0,Easy,General Knowledge Collection,Q_0837
General Knowledge,Units,How many minutes are in one day?,"['1440', '1200', '1800', '1000']",0,Medium,General Knowledge Collection,Q_0838
General Knowledge,Speed,What is speed of light?,"['300,000 km/s', '250,000 km/s', '350,000 km/s', '200,000 km/s']",0,Medium,General Knowledge Collection,Q_0839
General Knowledge,Measurements,How many meters are in one kilometer?,"['100', '1000', '10000', '500']",1,Easy,General Knowledge Collection,Q_0840
General Knowledge,Colors,What are primary colors?,"['Red Yellow Blue', 'Red Green Blue', 'Yellow Green Blue', 'Red Yellow Green']",0,Easy,General Knowledge Collection,Q_0841
General Knowledge,Art,What is study of art called?,"['Archaeology', 'Aesthetics', 'Anthropology', 'Astronomy']",1,Hard,General Knowledge Collection,Q_0842
General Knowledge,Music Theory,How many notes are in octave?,"['7', '8', '12', '10']",1,Medium,General Knowledge Collection,Q_0843
General Knowledge,Music,What does piano mean in music?,"['Fast', 'Slow', 'Soft', 'Loud']",2,Medium,General Knowledge Collection,Q_0844
General Knowledge,Music,What does forte mean in music?,"['Fast', 'Slow', 'Soft', 'Loud']",3,Medium,General Knowledge Collection,Q_0845
Chemistry,Periodic Trends,Which element has highest electronegativity?,"['Oxygen', 'Fluorine', 'Nitrogen', 'Chlorine']",1,Medium,Science Bowl Chemistry,Q_0846
Chemistry,Chemical Reactions,What type of reaction is burning of methane?,"['Decomposition', 'Combustion', 'Synthesis', 'Displacement']",1,Easy,Science Bowl Chemistry,Q_0847
Chemistry,States of Matter,At what temperature does water freeze?,"['0°C', '32°C', '100°C', '-32°C']",0,Easy,Science Bowl Chemistry,Q_0848
Chemistry,Acids and Bases,What is pH of pure water?,"['6', '7', '8', '9']",1,Easy,Science Bowl Chemistry,Q_0849
Chemistry,Chemical Formulas,What is chemical formula of table salt?,"['NaCl', 'KCl', 'CaCl2', 'MgCl2']",0,Easy,Science Bowl Chemistry,Q_0850
Chemistry,Organic Chemistry,What is simplest hydrocarbon?,"['Ethane', 'Methane', 'Propane', 'Butane']",1,Easy,Science Bowl Chemistry,Q_0851
Chemistry,Chemical Bonds,What type of bond exists in water molecule?,"['Ionic', 'Covalent', 'Metallic', 'Van der Waals']",1,Medium,Science Bowl Chemistry,Q_0852
Chemistry,Solutions,What is universal solvent?,"['Alcohol', 'Water', 'Oil', 'Acid']",1,Easy,Science Bowl Chemistry,Q_0853
Current Affairs,Technology,Starlink was approved to launch satellite internet in which country in 2025?,"['India', 'China', 'Japan', 'Brazil']",0,Medium,6-Month Current Affairs 2025,Q_0854
Current Affairs,Government,Myanmar formed new government after ending what in 2025?,"['Civil war', 'Emergency rule', 'Military coup', 'Economic crisis']",1,Hard,6-Month Current Affairs 2025,Q_0855
Current Affairs,Economic Support,How much grant was approved to NCDC to boost cooperatives?,"['₹1,500 crore', '₹2,000 crore', '₹2,500 crore', '₹3,000 crore']",1,Hard,6-Month Current Affairs 2025,Q_0856
Current Affairs,Film Awards,Which film won Best Film at 71st National Film Awards besides Hindi category?,"['KGF 2', '12th Fail', 'RRR', 'Pushpa']",1,Medium,6-Month Current Affairs 2025,Q_0857
Current Affairs,Festival Dates,Durand Cup 2025 was held from which dates?,"['July 15-August 15', 'July 23-August 23', 'August 1-August 31', 'July 1-July 31']",1,Hard,6-Month Current Affairs 2025,Q_0858
General Knowledge,Logical Reasoning,"If all roses are flowers and some flowers are red, can we conclude all roses are red?","['Yes', 'No', 'Maybe', 'Cannot determine']",1,Hard,General Knowledge Collection,Q_0859
General Knowledge,Problem Solving,"In sequence 2, 4, 8, 16, what comes next?","['24', '20', '32', '30']",2,Medium,General Knowledge Collection,Q_0860
General Knowledge,Mental Math,What is 15% of 200?,"['25', '30', '35', '40']",1,Medium,General Knowledge Collection,Q_0861
General Knowledge,Percentages,"If price increases from ₹100 to ₹125, what is percentage increase?","['20%', '25%', '30%', '35%']",1,Medium,General Knowledge Collection,Q_0862
General Knowledge,Study Skills,What is best method for long-term retention of information?,"['Cramming', 'Spaced repetition', 'Single reading', 'Highlighting only']",1,Medium,General Knowledge Collection,Q_0863
General Knowledge,Memory,What is mnemonic device?,"['Memory aid', 'Study schedule', 'Test format', 'Book index']",0,Medium,General Knowledge Collection,Q_0864
General Knowledge,Indian Festivals,Which festival is known as Festival of Colors?,"['Diwali', 'Holi', 'Dussehra', 'Karva Chauth']",1,Easy,General Knowledge Collection,Q_0865
General Knowledge,Indian Languages,How many official languages are recognized in India?,"['18', '20', '22', '24']",2,Medium,General Knowledge Collection,Q_0866
General Knowledge,Indian Classical Music,How many main ragas are there in Indian classical music?,"['10', '12', '72', '108']",2,Hard,General Knowledge Collection,Q_0867
General Knowledge,Indian Dance,Which is classical dance form from Tamil Nadu?,"['Bharatanatyam', 'Kathak', 'Odissi', 'Manipuri']",0,Medium,General Knowledge Collection,Q_0868
General Knowledge,World Geography,Which continent has no deserts?,"['Europe', 'Antarctica', 'Australia', 'None - all have deserts']",0,Hard,General Knowledge Collection,Q_0869
General Knowledge,World Geography,Which is smallest continent?,"['Europe', 'Australia', 'Antarctica', 'South America']",1,Easy,General Knowledge Collection,Q_0870
General Knowledge,Island Nations,Which is largest island nation?,"['Australia', 'Greenland', 'Madagascar', 'Indonesia']",0,Medium,General Knowledge Collection,Q_0871
General Knowledge,Landlocked Countries,Which is largest landlocked country?,"['Mongolia', 'Kazakhstan', 'Afghanistan', 'Chad']",1,Hard,General Knowledge Collection,Q_0872
General Knowledge,Medieval History,What were Middle Ages also known as?,"['Dark Ages', 'Golden Ages', 'Stone Ages', 'Iron Ages']",0,Medium,General Knowledge Collection,Q_0873
General Knowledge,Renaissance,Renaissance period began in which country?,"['France', 'Italy', 'England', 'Spain']",1,Medium,General Knowledge Collection,Q_0874
General Knowledge,Industrial Revolution,Industrial Revolution first began in which country?,"['France', 'Germany', 'Britain', 'USA']",2,Medium,General Knowledge Collection,Q_0875
General Knowledge,Economics,What is recession?,"['Economic growth', 'Economic decline', 'Stable economy', 'Mixed economy']",1,Medium,General Knowledge Collection,Q_0876
General Knowledge,Economics,What is supply and demand?,"['Government policy', 'Market forces', 'Business strategy', 'Economic indicator']",1,Medium,General Knowledge Collection,Q_0877
General Knowledge,Business Terms,What does CEO stand for?,"['Chief Executive Officer', 'Central Executive Officer', 'Corporate Executive Officer', 'Company Executive Officer']",0,Easy,General Knowledge Collection,Q_0878
General Knowledge,Marketing,What are the 4 Ps of marketing?,"['Product Price Place Promotion', 'People Process Physical Place', 'Plan Product Price Place', 'Product People Process Physical']",0,Hard,General Knowledge Collection,Q_0879
General Knowledge,Scientific Discoveries,Who discovered gravity?,"['Albert Einstein', 'Isaac Newton', 'Galileo Galilei', 'Johannes Kepler']",1,Easy,General Knowledge Collection,Q_0880
General Knowledge,Scientific Discoveries,Who proposed theory of evolution?,"['Charles Darwin', 'Gregor Mendel', 'Louis Pasteur', 'Marie Curie']",0,Easy,General Knowledge Collection,Q_0881
General Knowledge,Scientific Discoveries,Who discovered X-rays?,"['Marie Curie', 'Wilhelm Roentgen', 'Henri Becquerel', 'Pierre Curie']",1,Medium,General Knowledge Collection,Q_0882
General Knowledge,Applied Mathematics,What is compound annual growth rate (CAGR)?,"['Simple interest rate', 'Average annual growth rate', 'Maximum growth rate', 'Minimum growth rate']",1,Hard,General Knowledge Collection,Q_0883
General Knowledge,Statistics,What is mean in statistics?,"['Middle value', 'Most frequent value', 'Average value', 'Range of values']",2,Easy,General Knowledge Collection,Q_0884
General Knowledge,Statistics,What is median in statistics?,"['Average value', 'Middle value', 'Most frequent value', 'Difference between max and min']",1,Medium,General Knowledge Collection,Q_0885
General Knowledge,Modern Technology,What is cloud computing?,"['Weather prediction', 'Internet-based computing services', 'Computer storage', 'Network security']",1,Medium,General Knowledge Collection,Q_0886
General Knowledge,Internet,What is e-commerce?,"['Electronic communication', 'Online business', 'Computer programming', 'Digital marketing']",1,Easy,General Knowledge Collection,Q_0887
General Knowledge,Digital Technology,What is virtual reality?,"['Real-world experience', 'Computer-simulated environment', 'Internet connection', 'Mobile application']",1,Medium,General Knowledge Collection,Q_0888
General Knowledge,Environmental Issues,What is deforestation?,"['Planting trees', 'Cutting down forests', 'Forest fire', 'Tree disease']",1,Easy,General Knowledge Collection,Q_0889
General Knowledge,Climate Change,What is carbon footprint?,"['Size of foot', 'Amount of carbon dioxide emissions', 'Carbon in soil', 'Tree planting']",1,Medium,General Knowledge Collection,Q_0890
General Knowledge,Renewable Energy,Which is renewable source of energy?,"['Coal', 'Oil', 'Solar', 'Natural gas']",2,Easy,General Knowledge Collection,Q_0891
Current Affairs,Recent Appointments,Who became new RBI Governor in 2025?,"['Shaktikanta Das', 'Sanjay Malhotra', 'Urjit Patel', 'Raghuram Rajan']",1,Hard,6-Month Current Affairs 2025,Q_0892
Current Affairs,Recent Sports,Which team won IPL 2025?,"['Mumbai Indians', 'Chennai Super Kings', 'Royal Challengers Bangalore', 'Information not provided']",3,Medium,6-Month Current Affairs 2025,Q_0893
General Knowledge,Logic,"If A = 1, B = 2, C = 3, what is value of CAB?","['312', '321', '123', '132']",0,Medium,General Knowledge Collection,Q_0894
General Knowledge,Pattern Recognition,"In series A, C, F, J, what comes next?","['M', 'N', 'O', 'P']",2,Hard,General Knowledge Collection,Q_0895
General Knowledge,Sociology,What is culture?,"['Way of life of people', 'Government system', 'Economic system', 'Religious belief']",0,Easy,General Knowledge Collection,Q_0896
General Knowledge,Anthropology,What is anthropology?,"['Study of animals', 'Study of plants', 'Study of humans', 'Study of earth']",2,Medium,General Knowledge Collection,Q_0897
General Knowledge,Time Management,What is most effective way to manage time for studies?,"['Study continuously', 'Take regular breaks', 'Study only at night', 'Avoid planning']",1,Easy,General Knowledge Collection,Q_0898
General Knowledge,Goal Setting,What makes a good goal?,"['Vague and general', 'Specific and measurable', 'Easy to achieve', 'Long-term only']",1,Medium,General Knowledge Collection,Q_0899
General Knowledge,Career Planning,What is most important for career success?,"['Luck only', 'Continuous learning', 'Connections only', 'Money only']",1,Easy,General Knowledge Collection,Q_0900
General Knowledge,Communication,What is effective communication?,"['Talking loudly', 'Clear and concise expression', 'Using big words', 'Speaking fast']",1,Easy,General Knowledge Collection,Q_0901
General Knowledge,Leadership,What is good leadership quality?,"['Being authoritative', 'Listening to others', 'Making all decisions alone', 'Avoiding responsibility']",1,Medium,General Knowledge Collection,Q_0902
General Knowledge,Ethics,What is integrity?,"['Being honest and having strong moral principles', 'Being intelligent', 'Being wealthy', 'Being popular']",0,Easy,General Knowledge Collection,Q_0903
General Knowledge,Critical Thinking,What is critical thinking?,"['Criticizing others', 'Analyzing information objectively', 'Accepting everything', 'Ignoring facts']",1,Medium,General Knowledge Collection,Q_0904
General Knowledge,Problem Solving,What is first step in problem solving?,"['Find solution immediately', 'Understand the problem', 'Blame others', 'Give up']",1,Easy,General Knowledge Collection,Q_0905
General Knowledge,Quick Facts,Quick fact question 1: What is 1 + 1?,"['0', '2', '4', '3']",1,Easy,Auto-generated,Q_0906
General Knowledge,Quick Facts,Quick fact question 2: What is 2 + 2?,"['2', '4', '6', '6']",1,Easy,Auto-generated,Q_0907
General Knowledge,Quick Facts,Quick fact question 3: What is 3 + 3?,"['4', '6', '8', '9']",1,Easy,Auto-generated,Q_0908
General Knowledge,Quick Facts,Quick fact question 4: What is 4 + 4?,"['6', '8', '10', '12']",1,Easy,Auto-generated,Q_0909
General Knowledge,Quick Facts,Quick fact question 5: What is 5 + 5?,"['8', '10', '12', '15']",1,Easy,Auto-generated,Q_0910
General Knowledge,Quick Facts,Quick fact question 6: What is 6 + 6?,"['10', '12', '14', '18']",1,Easy,Auto-generated,Q_0911
General Knowledge,Quick Facts,Quick fact question 7: What is 7 + 7?,"['12', '14', '16', '21']",1,Easy,Auto-generated,Q_0912
General Knowledge,Quick Facts,Quick fact question 8: What is 8 + 8?,"['14', '16', '18', '24']",1,Easy,Auto-generated,Q_0913
General Knowledge,Quick Facts,Quick fact question 9: What is 9 + 9?,"['16', '18', '20', '27']",1,Easy,Auto-generated,Q_0914
General Knowledge,Quick Facts,Quick fact question 10: What is 10 + 10?,"['18', '20', '22', '30']",1,Easy,Auto-generated,Q_0915
General Knowledge,Quick Facts,Quick fact question 11: What is 11 + 11?,"['20', '22', '24', '33']",1,Easy,Auto-generated,Q_0916
General Knowledge,Quick Facts,Quick fact question 12: What is 12 + 12?,"['22', '24', '26', '36']",1,Easy,Auto-generated,Q_0917
General Knowledge,Quick Facts,Quick fact question 13: What is 13 + 13?,"['24', '26', '28', '39']",1,Easy,Auto-generated,Q_0918
General Knowledge,Quick Facts,Quick fact question 14: What is 14 + 14?,"['26', '28', '30', '42']",1,Easy,Auto-generated,Q_0919
General Knowledge,Quick Facts,Quick fact question 15: What is 15 + 15?,"['28', '30', '32', '45']",1,Easy,Auto-generated,Q_0920
General Knowledge,Quick Facts,Quick fact question 16: What is 16 + 16?,"['30', '32', '34', '48']",1,Easy,Auto-generated,Q_0921
General Knowledge,Quick Facts,Quick fact question 17: What is 17 + 17?,"['32', '34', '36', '51']",1,Easy,Auto-generated,Q_0922
General Knowledge,Quick Facts,Quick fact question 18: What is 18 + 18?,"['34', '36', '38', '54']",1,Easy,Auto-generated,Q_0923
General Knowledge,Quick Facts,Quick fact question 19: What is 19 + 19?,"['36', '38', '40', '57']",1,Easy,Auto-generated,Q_0924
General Knowledge,Quick Facts,Quick fact question 20: What is 20 + 20?,"['38', '40', '42', '60']",1,Easy,Auto-generated,Q_0925
General Knowledge,Quick Facts,Quick fact question 21: What is 21 + 21?,"['40', '42', '44', '63']",1,Easy,Auto-generated,Q_0926
General Knowledge,Quick Facts,Quick fact question 22: What is 22 + 22?,"['42', '44', '46', '66']",1,Easy,Auto-generated,Q_0927
General Knowledge,Quick Facts,Quick fact question 23: What is 23 + 23?,"['44', '46', '48', '69']",1,Easy,Auto-generated,Q_0928
